cod_municipio,anio,semana_epi,tipo_dengue,casos
01862,2019,25,dengue,1
01862,2019,25,dengue_grave,1
01862,2019,26,dengue,1
01862,2019,26,mortalidad,1
01862,2019,27,dengue,1
01862,2019,27,dengue_grave,1
01862,2019,28,dengue,1
01862,2019,29,dengue,1
01862,2019,30,dengue,1
01862,2019,31,dengue,1
01862,2019,32,dengue,1
01862,2019,33,dengue,1
01862,2019,34,dengue,1
01862,2019,35,dengue,1
01862,2019,35,dengue_grave,1
01862,2019,36,dengue,1
01862,2019,37,dengue,1
01862,2019,38,dengue,1
01862,2019,39,dengue,1
01862,2019,40,dengue,1
01862,2019,41,dengue,1
01862,2019,42,dengue,1
01862,2019,42,dengue_grave,1
01862,2019,43,dengue,1
01862,2019,44,dengue,1
01862,2019,45,dengue,1
01862,2019,46,dengue,1
01862,2019,47,dengue,1
01862,2019,48,dengue,1
01862,2019,49,dengue,1
01862,2019,49,dengue_grave,1
01862,2019,50,dengue,1
01862,2019,51,dengue,1
01862,2019,52,dengue,1
05000,2018,2,dengue,1
05000,2018,3,dengue,1
05000,2018,7,dengue,1
05000,2018,8,dengue,1
05000,2018,14,dengue,1
05000,2018,20,dengue,1
05000,2018,21,dengue,1
05000,2018,27,dengue,1
05000,2018,28,dengue,1
05000,2018,34,dengue,1
05000,2018,38,dengue,1
05000,2018,39,dengue,1
05000,2018,42,dengue,1
05000,2018,44,dengue,1
05000,2018,45,dengue,1
05000,2018,46,dengue,1
05000,2018,51,dengue,1
05000,2019,3,dengue,1
05000,2019,8,dengue,1
05000,2019,17,dengue,1
05001,2018,1,dengue,1
05001,2018,2,dengue,1
05001,2018,3,dengue,1
05001,2018,4,dengue,1
05001,2018,5,dengue,1
05001,2018,6,dengue,1
05001,2018,7,dengue,1
05001,2018,8,dengue,1
05001,2018,9,dengue,1
05001,2018,10,dengue,1
05001,2018,11,dengue,1
05001,2018,12,dengue,1
05001,2018,13,dengue,1
05001,2018,14,dengue,1
05001,2018,14,dengue_grave,1
05001,2018,15,dengue,1
05001,2018,16,dengue,1
05001,2018,17,dengue,1
05001,2018,18,dengue,1
05001,2018,19,dengue,1
05001,2018,20,dengue,1
05001,2018,21,dengue,1
05001,2018,22,dengue,1
05001,2018,23,dengue,1
05001,2018,24,dengue,1
05001,2018,25,dengue,1
05001,2018,26,dengue,1
05001,2018,27,dengue,1
05001,2018,27,dengue_grave,1
05001,2018,28,dengue,1
05001,2018,29,dengue,1
05001,2018,30,dengue,1
05001,2018,31,dengue,1
05001,2018,32,dengue,1
05001,2018,33,dengue,1
05001,2018,34,dengue,1
05001,2018,35,dengue,1
05001,2018,36,dengue,1
05001,2018,37,dengue,1
05001,2018,38,dengue,1
05001,2018,39,dengue,1
05001,2018,40,dengue,1
05001,2018,41,dengue,1
05001,2018,42,dengue,1
05001,2018,43,dengue,1
05001,2018,43,dengue_grave,1
05001,2018,44,dengue,1
05001,2018,45,dengue,1
05001,2018,46,dengue,1
05001,2018,47,dengue,1
05001,2018,48,dengue,1
05001,2018,49,dengue,1
05001,2018,50,dengue,1
05001,2018,51,dengue,1
05001,2018,52,dengue,1
05001,2019,1,dengue,1
05001,2019,2,dengue,1
05001,2019,3,dengue,1
05001,2019,4,dengue,1
05001,2019,5,dengue,1
05001,2019,6,dengue,1
05001,2019,7,dengue,1
05001,2019,8,dengue,1
05001,2019,9,dengue,1
05001,2019,10,dengue,1
05001,2019,11,dengue,1
05001,2019,12,dengue,1
05001,2019,13,dengue,1
05001,2019,14,dengue,1
05001,2019,15,dengue,1
05001,2019,16,dengue,1
05001,2019,17,dengue,1
05001,2019,18,dengue,1
05001,2019,19,dengue,1
05001,2019,20,dengue,1
05001,2019,21,dengue,1
05001,2019,22,dengue,1
05001,2019,23,dengue,1
05001,2019,23,dengue_grave,1
05001,2019,24,dengue,1
05001,2019,25,dengue,1
05001,2019,26,dengue,1
05001,2019,27,dengue,1
05001,2019,28,dengue,1
05001,2019,28,dengue_grave,1
05001,2019,29,dengue,1
05001,2019,30,dengue,1
05001,2019,31,dengue,1
05001,2019,32,dengue,1
05001,2019,33,dengue,1
05001,2019,34,dengue,1
05001,2019,35,dengue,1
05001,2019,36,dengue,1
05001,2019,37,dengue,1
05001,2019,38,dengue,1
05001,2019,39,dengue,1
05001,2019,39,dengue_grave,1
05001,2019,40,dengue,1
05001,2019,41,dengue,1
05001,2019,42,dengue,1
05001,2019,42,dengue_grave,1
05001,2019,43,dengue,1
05001,2019,44,dengue,1
05001,2019,45,dengue,1
05001,2019,46,dengue,1
05001,2019,47,dengue,1
05001,2019,48,dengue,1
05001,2019,49,dengue,1
05001,2019,50,dengue,1
05001,2019,50,dengue_grave,1
05001,2019,51,dengue,1
05001,2019,52,dengue,1
05002,2018,5,dengue,1
05002,2018,22,dengue,1
05004,2018,8,dengue,1
05004,2019,14,dengue,1
05004,2019,30,dengue,1
05030,2018,16,dengue,1
05030,2018,17,dengue,1
05030,2018,32,dengue,1
05030,2019,1,dengue,1
05030,2019,5,dengue,1
05030,2019,18,dengue,1
05030,2019,19,dengue,1
05030,2019,20,dengue,1
05030,2019,21,dengue,1
05030,2019,28,dengue,1
05030,2019,29,dengue,1
05030,2019,30,dengue,1
05030,2019,32,dengue,1
05030,2019,48,dengue,1
05031,2018,2,dengue,1
05031,2018,35,dengue,1
05031,2018,37,dengue,1
05031,2019,15,dengue,1
05031,2019,25,dengue,1
05031,2019,36,dengue,1
05031,2019,37,dengue,1
05034,2018,15,dengue,1
05034,2018,31,dengue,1
05034,2019,47,dengue,1
05040,2018,3,dengue,1
05040,2018,26,dengue,1
05040,2018,37,dengue,1
05040,2019,19,dengue,1
05040,2019,21,dengue,1
05040,2019,22,dengue,1
05040,2019,24,dengue,1
05040,2019,25,dengue,1
05040,2019,27,dengue,1
05040,2019,29,dengue,1
05040,2019,31,dengue,1
05040,2019,35,dengue,1
05040,2019,36,dengue,1
05040,2019,43,dengue,1
05040,2019,48,dengue,1
05040,2019,50,dengue,1
05042,2018,6,dengue,1
05042,2018,14,dengue,1
05042,2018,22,dengue,1
05042,2018,23,dengue,1
05042,2018,25,dengue,1
05042,2018,40,dengue,1
05042,2018,42,dengue,1
05042,2018,43,dengue,1
05042,2018,47,dengue,1
05042,2019,1,dengue,1
05042,2019,4,dengue,1
05042,2019,11,dengue,1
05042,2019,12,dengue,1
05042,2019,13,dengue,1
05042,2019,13,dengue_grave,1
05042,2019,17,dengue,1
05042,2019,18,dengue,1
05042,2019,21,dengue,1
05042,2019,22,dengue,1
05042,2019,24,dengue,1
05042,2019,25,dengue,1
05042,2019,26,dengue,1
05042,2019,27,dengue,1
05042,2019,28,dengue,1
05042,2019,29,dengue,1
05042,2019,30,dengue,1
05042,2019,31,dengue,1
05042,2019,32,dengue,1
05042,2019,33,dengue,1
05042,2019,35,dengue,1
05042,2019,36,dengue,1
05042,2019,37,dengue,1
05042,2019,38,dengue,1
05042,2019,40,dengue,1
05042,2019,42,dengue,1
05042,2019,43,dengue,1
05042,2019,44,dengue,1
05042,2019,45,dengue,1
05042,2019,46,dengue,1
05042,2019,48,dengue,1
05042,2019,49,dengue,1
05042,2019,50,dengue,1
05042,2019,52,dengue,1
05044,2019,22,dengue,1
05044,2019,35,dengue,1
05044,2019,41,dengue,1
05044,2019,44,dengue,1
05044,2019,46,dengue,1
05045,2018,1,dengue,1
05045,2018,2,dengue,1
05045,2018,3,dengue,1
05045,2018,4,dengue,1
05045,2018,5,dengue,1
05045,2018,6,dengue,1
05045,2018,7,dengue,1
05045,2018,8,dengue,1
05045,2018,9,dengue,1
05045,2018,10,dengue,1
05045,2018,11,dengue,1
05045,2018,12,dengue,1
05045,2018,13,dengue,1
05045,2018,14,dengue,1
05045,2018,14,dengue_grave,1
05045,2018,15,dengue,1
05045,2018,15,dengue_grave,1
05045,2018,16,dengue,1
05045,2018,16,dengue_grave,1
05045,2018,16,mortalidad,1
05045,2018,17,dengue,1
05045,2018,18,dengue,1
05045,2018,19,dengue,1
05045,2018,20,dengue,1
05045,2018,21,dengue,1
05045,2018,21,dengue_grave,1
05045,2018,22,dengue,1
05045,2018,22,dengue_grave,1
05045,2018,23,dengue,1
05045,2018,24,dengue,1
05045,2018,25,dengue,1
05045,2018,25,dengue_grave,1
05045,2018,26,dengue,1
05045,2018,27,dengue,1
05045,2018,27,dengue_grave,1
05045,2018,28,dengue,1
05045,2018,28,dengue_grave,1
05045,2018,29,dengue,1
05045,2018,29,dengue_grave,1
05045,2018,30,dengue,1
05045,2018,31,dengue,1
05045,2018,32,dengue,1
05045,2018,33,dengue,1
05045,2018,34,dengue,1
05045,2018,35,dengue,1
05045,2018,35,dengue_grave,1
05045,2018,36,dengue,1
05045,2018,36,dengue_grave,1
05045,2018,36,mortalidad,1
05045,2018,37,dengue,1
05045,2018,38,dengue,1
05045,2018,39,dengue,1
05045,2018,39,dengue_grave,1
05045,2018,40,dengue,1
05045,2018,41,dengue,1
05045,2018,42,dengue,1
05045,2018,43,dengue,1
05045,2018,44,dengue,1
05045,2018,45,dengue,1
05045,2018,46,dengue,1
05045,2018,46,dengue_grave,1
05045,2018,47,dengue,1
05045,2018,48,dengue,1
05045,2018,49,dengue,1
05045,2018,50,dengue,1
05045,2018,51,dengue,1
05045,2018,52,dengue,1
05045,2019,1,dengue,1
05045,2019,2,dengue,1
05045,2019,3,dengue,1
05045,2019,4,dengue,1
05045,2019,5,dengue,1
05045,2019,6,dengue,1
05045,2019,7,dengue,1
05045,2019,8,dengue,1
05045,2019,9,dengue,1
05045,2019,10,dengue,1
05045,2019,11,dengue,1
05045,2019,12,dengue,1
05045,2019,13,dengue,1
05045,2019,14,dengue,1
05045,2019,15,dengue,1
05045,2019,16,dengue,1
05045,2019,17,dengue,1
05045,2019,18,dengue,1
05045,2019,19,dengue,1
05045,2019,20,dengue,1
05045,2019,21,dengue,1
05045,2019,22,dengue,1
05045,2019,23,dengue,1
05045,2019,24,dengue,1
05045,2019,25,dengue,1
05045,2019,26,dengue,1
05045,2019,27,dengue,1
05045,2019,28,dengue,1
05045,2019,29,dengue,1
05045,2019,30,dengue,1
05045,2019,31,dengue,1
05045,2019,31,dengue_grave,1
05045,2019,32,dengue,1
05045,2019,33,dengue,1
05045,2019,34,dengue,1
05045,2019,35,dengue,1
05045,2019,36,dengue,1
05045,2019,37,dengue,1
05045,2019,38,dengue,1
05045,2019,39,dengue,1
05045,2019,40,dengue,1
05045,2019,41,dengue,1
05045,2019,42,dengue,1
05045,2019,43,dengue,1
05045,2019,44,dengue,1
05045,2019,45,dengue,1
05045,2019,45,dengue_grave,1
05045,2019,46,dengue,1
05045,2019,47,dengue,1
05045,2019,47,dengue_grave,1
05045,2019,48,dengue,1
05045,2019,49,dengue,1
05045,2019,50,dengue,1
05045,2019,51,dengue,1
05045,2019,51,dengue_grave,1
05045,2019,52,dengue,1
05051,2018,2,dengue,1
05051,2018,3,dengue,1
05051,2018,4,dengue,1
05051,2018,4,dengue_grave,1
05051,2018,5,dengue,1
05051,2018,6,dengue,1
05051,2018,7,dengue,1
05051,2018,8,dengue,1
05051,2018,9,dengue,1
05051,2018,10,dengue,1
05051,2018,13,dengue,1
05051,2018,16,dengue,1
05051,2018,17,dengue,1
05051,2018,18,dengue,1
05051,2018,19,dengue,1
05051,2018,20,dengue,1
05051,2018,21,dengue,1
05051,2018,23,dengue,1
05051,2018,24,dengue,1
05051,2018,25,dengue,1
05051,2018,26,dengue,1
05051,2018,27,dengue,1
05051,2018,28,dengue,1
05051,2018,29,dengue,1
05051,2018,30,dengue,1
05051,2018,31,dengue,1
05051,2018,32,dengue,1
05051,2018,33,dengue,1
05051,2018,34,dengue,1
05051,2018,35,dengue,1
05051,2018,36,dengue,1
05051,2018,38,dengue,1
05051,2018,39,dengue,1
05051,2018,41,dengue,1
05051,2018,42,dengue,1
05051,2018,43,dengue,1
05051,2018,44,dengue,1
05051,2018,45,dengue,1
05051,2018,50,dengue,1
05051,2018,52,dengue,1
05051,2019,1,dengue,1
05051,2019,2,dengue,1
05051,2019,5,dengue,1
05051,2019,9,dengue,1
05051,2019,11,dengue,1
05051,2019,17,dengue,1
05051,2019,19,dengue,1
05051,2019,23,dengue,1
05051,2019,24,dengue,1
05051,2019,25,dengue,1
05051,2019,27,dengue,1
05051,2019,30,dengue,1
05051,2019,33,dengue,1
05051,2019,35,dengue,1
05051,2019,35,dengue_grave,1
05051,2019,36,dengue,1
05051,2019,37,dengue,1
05051,2019,39,dengue,1
05051,2019,40,dengue,1
05051,2019,41,dengue_grave,1
05051,2019,41,mortalidad,1
05051,2019,49,dengue,1
05051,2019,50,dengue,1
05051,2019,52,dengue,1
05055,2018,49,dengue,1
05059,2019,50,dengue,1
05079,2018,1,dengue,1
05079,2018,2,dengue,1
05079,2018,3,dengue,1
05079,2018,4,dengue,1
05079,2018,6,dengue,1
05079,2018,9,dengue,1
05079,2018,10,dengue,1
05079,2018,12,dengue,1
05079,2018,14,dengue,1
05079,2018,18,dengue,1
05079,2018,19,dengue,1
05079,2018,20,dengue,1
05079,2018,21,dengue,1
05079,2018,22,dengue,1
05079,2018,23,dengue,1
05079,2018,24,dengue,1
05079,2018,25,dengue,1
05079,2018,26,dengue,1
05079,2018,27,dengue,1
05079,2018,28,dengue,1
05079,2018,29,dengue,1
05079,2018,30,dengue,1
05079,2018,31,dengue,1
05079,2018,32,dengue,1
05079,2018,33,dengue,1
05079,2018,34,dengue,1
05079,2018,35,dengue,1
05079,2018,36,dengue,1
05079,2018,37,dengue,1
05079,2018,38,dengue,1
05079,2018,39,dengue,1
05079,2018,42,dengue,1
05079,2018,45,dengue,1
05079,2018,46,dengue,1
05079,2018,47,dengue,1
05079,2018,52,dengue,1
05079,2019,1,dengue,1
05079,2019,2,dengue,1
05079,2019,3,dengue,1
05079,2019,4,dengue,1
05079,2019,6,dengue,1
05079,2019,7,dengue,1
05079,2019,9,dengue,1
05079,2019,11,dengue,1
05079,2019,18,dengue,1
05079,2019,21,dengue,1
05079,2019,22,dengue,1
05079,2019,23,dengue,1
05079,2019,24,dengue,1
05079,2019,26,dengue,1
05079,2019,29,dengue,1
05079,2019,30,dengue,1
05079,2019,33,dengue,1
05079,2019,34,dengue,1
05079,2019,35,dengue,1
05079,2019,36,dengue,1
05079,2019,37,dengue,1
05079,2019,38,dengue,1
05079,2019,39,dengue,1
05079,2019,40,dengue,1
05079,2019,43,dengue,1
05079,2019,48,dengue,1
05079,2019,50,dengue,1
05079,2019,52,dengue,1
05086,2018,46,dengue,1
05088,2018,1,dengue,1
05088,2018,2,dengue,1
05088,2018,3,dengue,1
05088,2018,4,dengue,1
05088,2018,5,dengue,1
05088,2018,7,dengue,1
05088,2018,11,dengue,1
05088,2018,13,dengue,1
05088,2018,15,dengue,1
05088,2018,18,dengue,1
05088,2018,20,dengue,1
05088,2018,21,dengue,1
05088,2018,22,dengue,1
05088,2018,23,dengue,1
05088,2018,24,dengue,1
05088,2018,25,dengue,1
05088,2018,26,dengue,1
05088,2018,27,dengue,1
05088,2018,28,dengue,1
05088,2018,29,dengue,1
05088,2018,31,dengue,1
05088,2018,32,dengue,1
05088,2018,33,dengue,1
05088,2018,34,dengue,1
05088,2018,35,dengue,1
05088,2018,36,dengue,1
05088,2018,37,dengue,1
05088,2018,37,dengue_grave,1
05088,2018,39,dengue,1
05088,2018,40,dengue,1
05088,2018,42,dengue,1
05088,2018,43,dengue,1
05088,2018,44,dengue,1
05088,2018,45,dengue,1
05088,2018,46,dengue,1
05088,2018,47,dengue,1
05088,2018,49,dengue,1
05088,2018,50,dengue,1
05088,2018,52,dengue,1
05088,2019,1,dengue,1
05088,2019,2,dengue,1
05088,2019,3,dengue,1
05088,2019,4,dengue,1
05088,2019,5,dengue,1
05088,2019,7,dengue,1
05088,2019,10,dengue,1
05088,2019,11,dengue,1
05088,2019,12,dengue,1
05088,2019,13,dengue,1
05088,2019,14,dengue,1
05088,2019,15,dengue,1
05088,2019,16,dengue,1
05088,2019,17,dengue,1
05088,2019,18,dengue,1
05088,2019,19,dengue,1
05088,2019,21,dengue,1
05088,2019,22,dengue,1
05088,2019,23,dengue,1
05088,2019,24,dengue,1
05088,2019,25,dengue,1
05088,2019,26,dengue,1
05088,2019,30,dengue,1
05088,2019,31,dengue,1
05088,2019,32,dengue,1
05088,2019,33,dengue,1
05088,2019,34,dengue,1
05088,2019,35,dengue,1
05088,2019,36,dengue,1
05088,2019,37,dengue,1
05088,2019,38,dengue,1
05088,2019,39,dengue,1
05088,2019,41,dengue,1
05088,2019,42,dengue,1
05088,2019,43,dengue,1
05088,2019,44,dengue,1
05088,2019,45,dengue,1
05088,2019,46,dengue,1
05088,2019,49,dengue,1
05088,2019,50,dengue,1
05088,2019,52,dengue,1
05091,2018,16,dengue,1
05091,2018,17,dengue,1
05091,2018,19,dengue,1
05091,2019,28,dengue,1
05091,2019,35,dengue,1
05093,2018,7,dengue,1
05093,2018,11,dengue,1
05093,2018,14,dengue,1
05093,2018,17,dengue,1
05093,2018,30,dengue,1
05093,2018,38,dengue,1
05093,2018,44,dengue,1
05093,2018,47,dengue,1
05093,2019,47,dengue,1
05101,2018,19,dengue,1
05101,2018,32,dengue,1
05101,2018,37,dengue,1
05101,2018,38,dengue,1
05101,2018,46,dengue,1
05101,2018,50,dengue,1
05101,2018,51,dengue,1
05101,2019,27,dengue,1
05101,2019,31,dengue_grave,1
05101,2019,32,dengue,1
05101,2019,32,dengue_grave,1
05101,2019,33,dengue,1
05101,2019,40,dengue,1
05101,2019,51,dengue,1
05107,2018,9,dengue,1
05107,2018,10,dengue,1
05107,2018,11,dengue,1
05107,2018,12,dengue,1
05107,2018,14,dengue,1
05107,2018,16,dengue,1
05107,2018,20,dengue,1
05107,2018,26,dengue,1
05107,2018,28,dengue,1
05107,2018,43,dengue,1
05107,2018,49,dengue,1
05107,2018,51,dengue,1
05107,2019,3,dengue,1
05107,2019,14,dengue,1
05107,2019,27,dengue,1
05107,2019,31,dengue,1
05107,2019,40,dengue,1
05107,2019,41,dengue,1
05107,2019,47,dengue,1
05113,2018,52,dengue,1
05113,2019,11,dengue,1
05113,2019,12,dengue,1
05113,2019,16,dengue,1
05113,2019,17,dengue,1
05113,2019,18,dengue,1
05113,2019,20,dengue,1
05113,2019,41,dengue,1
05113,2019,43,dengue,1
05120,2018,5,dengue,1
05120,2018,10,dengue,1
05120,2018,13,dengue,1
05120,2018,14,dengue,1
05120,2018,16,dengue,1
05120,2018,19,dengue,1
05120,2018,22,dengue,1
05120,2018,23,dengue,1
05120,2018,24,dengue,1
05120,2018,25,dengue,1
05120,2018,26,dengue,1
05120,2018,28,dengue,1
05120,2018,29,dengue,1
05120,2018,31,dengue,1
05120,2018,32,dengue,1
05120,2018,33,dengue,1
05120,2018,34,dengue,1
05120,2018,35,dengue,1
05120,2018,36,dengue,1
05120,2018,37,dengue,1
05120,2018,38,dengue,1
05120,2018,39,dengue,1
05120,2018,40,dengue,1
05120,2018,41,dengue,1
05120,2018,43,dengue,1
05120,2018,44,dengue,1
05120,2018,45,dengue,1
05120,2018,46,dengue,1
05120,2018,47,dengue,1
05120,2018,48,dengue,1
05120,2018,50,dengue,1
05120,2018,51,dengue,1
05120,2018,52,dengue,1
05120,2019,1,dengue,1
05120,2019,2,dengue,1
05120,2019,3,dengue,1
05120,2019,6,dengue,1
05120,2019,7,dengue,1
05120,2019,11,dengue,1
05120,2019,12,dengue,1
05120,2019,14,dengue,1
05120,2019,15,dengue,1
05120,2019,17,dengue,1
05120,2019,23,dengue,1
05120,2019,24,dengue,1
05120,2019,25,dengue,1
05120,2019,29,dengue,1
05120,2019,37,dengue,1
05120,2019,41,dengue,1
05120,2019,46,dengue,1
05120,2019,47,dengue,1
05129,2018,5,dengue,1
05129,2018,14,dengue,1
05129,2018,24,dengue,1
05129,2018,27,dengue,1
05129,2018,35,dengue,1
05129,2018,40,dengue,1
05129,2019,2,dengue,1
05129,2019,7,dengue,1
05129,2019,28,dengue,1
05129,2019,33,dengue,1
05129,2019,34,dengue,1
05129,2019,36,dengue,1
05129,2019,50,dengue,1
05138,2018,9,dengue,1
05138,2019,23,dengue,1
05138,2019,26,dengue,1
05138,2019,34,dengue,1
05142,2018,40,dengue,1
05142,2018,45,dengue,1
05142,2019,5,dengue,1
05142,2019,13,dengue,1
05142,2019,16,dengue,1
05142,2019,20,dengue,1
05142,2019,21,dengue,1
05142,2019,23,dengue,1
05142,2019,28,dengue,1
05147,2018,2,dengue,1
05147,2018,3,dengue,1
05147,2018,4,dengue,1
05147,2018,5,dengue,1
05147,2018,6,dengue,1
05147,2018,7,dengue,1
05147,2018,8,dengue,1
05147,2018,9,dengue,1
05147,2018,10,dengue,1
05147,2018,12,dengue,1
05147,2018,13,dengue,1
05147,2018,14,dengue,1
05147,2018,16,dengue,1
05147,2018,17,dengue,1
05147,2018,20,dengue,1
05147,2018,21,dengue,1
05147,2018,22,dengue,1
05147,2018,23,dengue,1
05147,2018,24,dengue,1
05147,2018,26,dengue,1
05147,2018,29,dengue,1
05147,2018,30,dengue,1
05147,2018,31,dengue,1
05147,2018,32,dengue,1
05147,2018,33,dengue,1
05147,2018,34,dengue,1
05147,2018,35,dengue,1
05147,2018,37,dengue,1
05147,2018,38,dengue,1
05147,2018,39,dengue,1
05147,2018,40,dengue,1
05147,2018,41,dengue,1
05147,2018,42,dengue,1
05147,2018,43,dengue,1
05147,2018,44,dengue,1
05147,2018,45,dengue,1
05147,2018,47,dengue,1
05147,2018,48,dengue,1
05147,2018,49,dengue,1
05147,2018,50,dengue,1
05147,2018,51,dengue,1
05147,2018,52,dengue,1
05147,2019,1,dengue,1
05147,2019,2,dengue,1
05147,2019,2,dengue_grave,1
05147,2019,2,mortalidad,1
05147,2019,3,dengue,1
05147,2019,4,dengue,1
05147,2019,5,dengue,1
05147,2019,6,dengue,1
05147,2019,7,dengue,1
05147,2019,8,dengue,1
05147,2019,10,dengue,1
05147,2019,10,dengue_grave,1
05147,2019,11,dengue,1
05147,2019,12,dengue,1
05147,2019,13,dengue,1
05147,2019,14,dengue,1
05147,2019,16,dengue,1
05147,2019,17,dengue,1
