cod_municipio,anio,semana_epi,tipo_dengue,casos
08421,2019,41,dengue,1
08421,2019,42,dengue,1
08421,2019,43,dengue,1
08421,2019,43,dengue_grave,1
08421,2019,44,dengue,1
08421,2019,45,dengue,1
08421,2019,46,dengue,1
08421,2019,47,dengue,1
08421,2019,48,dengue,1
08421,2019,49,dengue,1
08421,2019,50,dengue,1
08421,2019,51,dengue,1
08421,2019,52,dengue,1
08433,2018,1,dengue,1
08433,2018,2,dengue,1
08433,2018,4,dengue,1
08433,2018,5,dengue,1
08433,2018,6,dengue,1
08433,2018,7,dengue,1
08433,2018,10,dengue,1
08433,2018,13,dengue,1
08433,2018,14,dengue,1
08433,2018,15,dengue,1
08433,2018,16,dengue,1
08433,2018,17,dengue,1
08433,2018,18,dengue,1
08433,2018,19,dengue,1
08433,2018,20,dengue,1
08433,2018,21,dengue,1
08433,2018,21,dengue_grave,1
08433,2018,22,dengue,1
08433,2018,23,dengue,1
08433,2018,24,dengue,1
08433,2018,25,dengue,1
08433,2018,26,dengue,1
08433,2018,27,dengue,1
08433,2018,28,dengue,1
08433,2018,29,dengue,1
08433,2018,29,dengue_grave,1
08433,2018,30,dengue,1
08433,2018,31,dengue,1
08433,2018,32,dengue,1
08433,2018,33,dengue,1
08433,2018,34,dengue,1
08433,2018,35,dengue,1
08433,2018,36,dengue,1
08433,2018,37,dengue,1
08433,2018,38,dengue,1
08433,2018,39,dengue,1
08433,2018,40,dengue,1
08433,2018,41,dengue,1
08433,2018,42,dengue,1
08433,2018,43,dengue,1
08433,2018,44,dengue,1
08433,2018,45,dengue,1
08433,2018,46,dengue,1
08433,2018,47,dengue,1
08433,2018,47,dengue_grave,1
08433,2018,48,dengue,1
08433,2018,49,dengue,1
08433,2018,50,dengue,1
08433,2018,51,dengue,1
08433,2018,52,dengue,1
08433,2019,1,dengue,1
08433,2019,2,dengue,1
08433,2019,3,dengue,1
08433,2019,3,dengue_grave,1
08433,2019,4,dengue,1
08433,2019,4,mortalidad,1
08433,2019,5,dengue,1
08433,2019,6,dengue,1
08433,2019,7,dengue,1
08433,2019,8,dengue,1
08433,2019,9,dengue,1
08433,2019,10,dengue,1
08433,2019,11,dengue,1
08433,2019,13,dengue,1
08433,2019,14,dengue,1
08433,2019,15,dengue,1
08433,2019,16,dengue,1
08433,2019,17,dengue,1
08433,2019,18,dengue,1
08433,2019,19,dengue,1
08433,2019,20,dengue,1
08433,2019,20,dengue_grave,1
08433,2019,21,dengue,1
08433,2019,23,dengue,1
08433,2019,24,dengue,1
08433,2019,25,dengue,1
08433,2019,27,dengue,1
08433,2019,28,dengue,1
08433,2019,29,dengue,1
08433,2019,30,dengue,1
08433,2019,32,dengue,1
08433,2019,33,dengue,1
08433,2019,34,dengue,1
08433,2019,35,dengue,1
08433,2019,36,dengue,1
08433,2019,37,dengue,1
08433,2019,38,dengue,1
08433,2019,39,dengue,1
08433,2019,40,dengue,1
08433,2019,41,dengue,1
08433,2019,42,dengue,1
08433,2019,42,dengue_grave,1
08433,2019,43,dengue,1
08433,2019,44,dengue,1
08433,2019,45,dengue,1
08433,2019,46,dengue,1
08433,2019,46,dengue_grave,1
08433,2019,47,dengue,1
08433,2019,48,dengue,1
08433,2019,49,dengue,1
08433,2019,50,dengue,1
08433,2019,50,dengue_grave,1
08433,2019,51,dengue,1
08433,2019,52,dengue,1
08436,2018,2,dengue,1
08436,2018,42,dengue,1
08436,2018,44,dengue,1
08436,2019,9,dengue,1
08436,2019,18,dengue,1
08436,2019,20,dengue,1
08436,2019,26,dengue,1
08436,2019,27,dengue,1
08436,2019,28,dengue,1
08436,2019,29,dengue,1
08436,2019,30,dengue,1
08436,2019,31,dengue,1
08436,2019,31,dengue_grave,1
08436,2019,32,dengue,1
08436,2019,33,dengue,1
08436,2019,34,dengue,1
08436,2019,35,dengue,1
08436,2019,36,dengue,1
08436,2019,37,dengue,1
08436,2019,40,dengue,1
08436,2019,42,dengue,1
08436,2019,43,dengue,1
08436,2019,44,dengue,1
08436,2019,45,dengue,1
08436,2019,46,dengue,1
08436,2019,48,dengue,1
08436,2019,49,dengue,1
08520,2018,19,dengue,1
08520,2018,44,dengue,1
08520,2018,48,dengue,1
08520,2018,50,dengue,1
08520,2018,52,dengue,1
08520,2019,1,dengue,1
08520,2019,2,dengue,1
08520,2019,3,dengue,1
08520,2019,4,dengue,1
08520,2019,5,dengue,1
08520,2019,8,dengue,1
08520,2019,17,dengue,1
08520,2019,26,dengue,1
08520,2019,27,dengue_grave,1
08520,2019,28,dengue,1
08520,2019,29,dengue,1
08520,2019,30,dengue,1
08520,2019,31,dengue,1
08520,2019,43,dengue,1
08520,2019,45,dengue,1
08520,2019,48,dengue,1
08549,2018,20,dengue,1
08549,2018,22,dengue,1
08549,2018,23,dengue,1
08558,2018,1,dengue,1
08558,2018,2,dengue,1
08558,2018,5,dengue,1
08558,2018,18,dengue,1
08558,2018,22,dengue,1
08558,2018,23,dengue,1
08558,2018,24,dengue,1
08558,2018,25,dengue,1
08558,2018,26,dengue,1
08558,2018,27,dengue,1
08558,2018,28,dengue,1
08558,2018,29,dengue,1
08558,2018,30,dengue,1
08558,2018,31,dengue,1
08558,2018,35,dengue,1
08558,2018,36,dengue,1
08558,2018,37,dengue,1
08558,2018,38,dengue,1
08558,2018,39,dengue,1
08558,2018,40,dengue,1
08558,2018,40,dengue_grave,1
08558,2018,41,dengue,1
08558,2018,42,dengue,1
08558,2018,43,dengue,1
08558,2018,44,dengue,1
08558,2018,45,dengue,1
08558,2018,46,dengue,1
08558,2018,47,dengue,1
08558,2018,48,dengue,1
08558,2018,48,dengue_grave,1
08558,2018,48,mortalidad,1
08558,2018,49,dengue,1
08558,2018,50,dengue,1
08558,2018,51,dengue,1
08558,2018,52,dengue,1
08558,2019,1,dengue,1
08558,2019,2,dengue,1
08558,2019,3,dengue,1
08558,2019,4,dengue,1
08558,2019,5,dengue,1
08558,2019,8,dengue,1
08558,2019,11,dengue,1
08558,2019,14,dengue,1
08558,2019,17,dengue,1
08558,2019,18,dengue,1
08558,2019,20,dengue,1
08558,2019,21,dengue,1
08558,2019,23,dengue,1
08558,2019,24,dengue,1
08558,2019,26,dengue,1
08558,2019,27,dengue,1
08558,2019,28,dengue,1
08558,2019,29,dengue,1
08558,2019,29,dengue_grave,1
08558,2019,30,dengue,1
08558,2019,30,mortalidad,1
08558,2019,31,dengue,1
08558,2019,32,dengue,1
08558,2019,33,dengue,1
08558,2019,34,dengue,1
08558,2019,35,dengue,1
08558,2019,36,dengue,1
08558,2019,38,dengue,1
08558,2019,39,dengue,1
08558,2019,40,dengue,1
08558,2019,41,dengue,1
08558,2019,42,dengue,1
08558,2019,44,dengue,1
08558,2019,48,dengue,1
08558,2019,49,dengue,1
08558,2019,50,dengue,1
08558,2019,51,dengue,1
08560,2018,8,dengue,1
08560,2018,39,dengue,1
08560,2018,45,dengue,1
08560,2018,46,dengue,1
08560,2018,47,dengue,1
08560,2018,48,dengue,1
08560,2019,2,dengue,1
08560,2019,3,dengue,1
08560,2019,5,dengue,1
08560,2019,6,dengue,1
08560,2019,9,dengue,1
08560,2019,25,dengue,1
08560,2019,27,dengue,1
08560,2019,32,dengue,1
08560,2019,35,dengue,1
08560,2019,36,dengue,1
08560,2019,37,dengue,1
08560,2019,38,dengue,1
08560,2019,39,dengue,1
08560,2019,40,dengue,1
08560,2019,43,dengue,1
08560,2019,44,dengue,1
08560,2019,45,dengue,1
08560,2019,46,dengue,1
08560,2019,47,dengue,1
08560,2019,48,dengue,1
08560,2019,49,dengue,1
08560,2019,50,dengue,1
08560,2019,51,dengue,1
08560,2019,52,dengue,1
08573,2018,3,dengue,1
08573,2018,8,dengue,1
08573,2018,20,dengue,1
08573,2018,23,dengue,1
08573,2018,25,dengue,1
08573,2018,26,dengue,1
08573,2018,28,dengue,1
08573,2018,29,dengue,1
08573,2018,30,dengue,1
08573,2018,32,dengue,1
08573,2018,34,dengue,1
08573,2018,41,dengue,1
08573,2018,42,dengue,1
08573,2018,43,dengue,1
08573,2018,44,dengue,1
08573,2018,45,dengue,1
08573,2018,46,dengue,1
08573,2018,47,dengue,1
08573,2018,48,dengue,1
08573,2018,50,dengue,1
08573,2018,51,dengue,1
08573,2019,1,dengue,1
08573,2019,2,dengue,1
08573,2019,17,dengue,1
08573,2019,18,dengue,1
08573,2019,22,dengue,1
08573,2019,23,dengue,1
08573,2019,24,dengue,1
08573,2019,28,dengue,1
08573,2019,30,dengue,1
08573,2019,33,dengue,1
08573,2019,39,dengue,1
08573,2019,41,dengue,1
08573,2019,43,dengue,1
08573,2019,44,dengue,1
08573,2019,46,dengue,1
08573,2019,47,dengue,1
08573,2019,49,dengue,1
08573,2019,50,dengue,1
08573,2019,51,dengue,1
08573,2019,52,dengue,1
08606,2018,38,dengue,1
08606,2019,28,dengue,1
08606,2019,38,dengue,1
08606,2019,46,dengue,1
08606,2019,47,dengue_grave,1
08606,2019,48,dengue,1
08606,2019,49,dengue,1
08606,2019,50,dengue,1
08606,2019,51,dengue,1
08606,2019,52,dengue,1
08634,2018,1,dengue,1
08634,2018,2,dengue,1
08634,2018,13,dengue,1
08634,2018,22,dengue,1
08634,2018,31,dengue,1
08634,2018,32,dengue,1
08634,2018,36,dengue,1
08634,2018,38,dengue,1
08634,2018,41,dengue,1
08634,2018,42,dengue,1
08634,2018,43,dengue,1
08634,2018,45,dengue,1
08634,2019,10,dengue,1
08634,2019,28,dengue,1
08634,2019,29,dengue,1
08634,2019,30,dengue,1
08634,2019,33,dengue,1
08634,2019,36,dengue,1
08634,2019,38,dengue,1
08634,2019,40,dengue,1
08634,2019,44,dengue,1
08634,2019,47,dengue,1
08634,2019,50,dengue,1
08634,2019,51,dengue,1
08638,2018,4,dengue,1
08638,2018,8,dengue,1
08638,2018,9,dengue,1
08638,2018,11,dengue,1
08638,2018,20,dengue,1
08638,2018,22,dengue,1
08638,2018,24,dengue,1
08638,2018,26,dengue,1
08638,2018,28,dengue,1
08638,2018,29,dengue,1
08638,2018,30,dengue,1
08638,2018,32,dengue,1
08638,2018,33,dengue,1
08638,2018,34,dengue,1
08638,2018,35,dengue,1
08638,2018,36,dengue,1
08638,2018,37,dengue,1
08638,2018,38,dengue,1
08638,2018,39,dengue,1
08638,2018,40,dengue,1
08638,2018,41,dengue,1
08638,2018,42,dengue,1
08638,2018,43,dengue,1
08638,2018,44,dengue,1
08638,2018,45,dengue,1
08638,2018,46,dengue,1
08638,2018,46,dengue_grave,1
08638,2018,46,mortalidad,1
08638,2018,47,dengue,1
08638,2018,48,dengue,1
08638,2018,49,dengue,1
08638,2018,50,dengue,1
08638,2018,51,dengue,1
08638,2018,52,dengue,1
08638,2019,1,dengue,1
08638,2019,2,dengue,1
08638,2019,2,dengue_grave,1
08638,2019,3,dengue,1
08638,2019,3,mortalidad,1
08638,2019,4,dengue,1
08638,2019,5,dengue,1
08638,2019,6,dengue,1
08638,2019,7,dengue,1
08638,2019,8,dengue,1
08638,2019,9,dengue,1
08638,2019,10,dengue,1
08638,2019,11,dengue,1
08638,2019,12,dengue,1
08638,2019,13,dengue,1
08638,2019,14,dengue,1
08638,2019,15,dengue,1
08638,2019,16,dengue,1
08638,2019,17,dengue,1
08638,2019,18,dengue,1
08638,2019,19,dengue,1
08638,2019,20,dengue,1
08638,2019,21,dengue,1
08638,2019,22,dengue,1
08638,2019,23,dengue,1
08638,2019,24,dengue,1
08638,2019,25,dengue,1
08638,2019,26,dengue,1
08638,2019,27,dengue,1
08638,2019,28,dengue,1
08638,2019,29,dengue,1
08638,2019,30,dengue,1
08638,2019,31,dengue,1
08638,2019,32,dengue,1
08638,2019,33,dengue,1
08638,2019,34,dengue,1
08638,2019,35,dengue,1
08638,2019,36,dengue,1
08638,2019,37,dengue,1
08638,2019,38,dengue,1
08638,2019,39,dengue,1
08638,2019,40,dengue,1
08638,2019,41,dengue,1
08638,2019,42,dengue,1
08638,2019,43,dengue,1
08638,2019,44,dengue,1
08638,2019,45,dengue,1
08638,2019,46,dengue,1
08638,2019,47,dengue,1
08638,2019,47,dengue_grave,1
08638,2019,48,dengue,1
08638,2019,48,dengue_grave,1
08638,2019,48,mortalidad,1
08638,2019,49,dengue,1
08638,2019,50,dengue,1
08638,2019,51,dengue,1
08638,2019,52,dengue,1
08675,2019,14,dengue,1
08675,2019,49,dengue,1
08675,2019,50,dengue,1
08685,2018,1,dengue,1
08685,2018,2,dengue,1
08685,2018,9,dengue,1
08685,2018,19,dengue,1
08685,2018,24,dengue,1
08685,2018,43,dengue,1
08685,2018,47,dengue,1
08685,2019,19,dengue,1
08685,2019,23,dengue,1
08685,2019,27,dengue,1
08685,2019,28,dengue,1
08685,2019,29,dengue,1
08685,2019,31,dengue,1
08685,2019,33,dengue,1
08685,2019,42,dengue,1
08685,2019,44,dengue,1
08685,2019,46,dengue,1
08685,2019,49,dengue,1
08758,2018,1,dengue,1
08758,2018,2,dengue,1
08758,2018,3,dengue,1
08758,2018,4,dengue,1
08758,2018,5,dengue,1
08758,2018,5,dengue_grave,1
08758,2018,6,dengue,1
08758,2018,7,dengue,1
08758,2018,8,dengue,1
08758,2018,9,dengue,1
08758,2018,10,dengue,1
08758,2018,11,dengue,1
08758,2018,11,dengue_grave,1
08758,2018,12,dengue,1
08758,2018,12,dengue_grave,1
08758,2018,13,dengue,1
08758,2018,14,dengue,1
08758,2018,15,dengue,1
08758,2018,16,dengue,1
08758,2018,16,dengue_grave,1
08758,2018,17,dengue,1
08758,2018,18,dengue,1
08758,2018,19,dengue,1
08758,2018,20,dengue,1
08758,2018,21,dengue,1
08758,2018,21,dengue_grave,1
08758,2018,23,dengue,1
08758,2018,24,dengue,1
08758,2018,25,dengue,1
08758,2018,26,dengue,1
08758,2018,27,dengue,1
08758,2018,28,dengue,1
08758,2018,29,dengue,1
08758,2018,30,dengue,1
08758,2018,31,dengue,1
08758,2018,31,dengue_grave,1
08758,2018,32,dengue,1
08758,2018,33,dengue,1
08758,2018,34,dengue,1
08758,2018,35,dengue,1
08758,2018,36,dengue,1
08758,2018,37,dengue,1
08758,2018,38,dengue,1
08758,2018,38,dengue_grave,1
08758,2018,39,dengue,1
08758,2018,40,dengue,1
08758,2018,40,dengue_grave,1
08758,2018,41,dengue,1
08758,2018,42,dengue,1
08758,2018,43,dengue,1
08758,2018,44,dengue,1
08758,2018,45,dengue,1
08758,2018,46,dengue,1
08758,2018,47,dengue,1
08758,2018,48,dengue,1
08758,2018,49,dengue,1
08758,2018,50,dengue,1
08758,2018,51,dengue,1
08758,2018,52,dengue,1
08758,2018,52,dengue_grave,1
08758,2019,1,dengue,1
08758,2019,1,dengue_grave,1
08758,2019,1,mortalidad,1
08758,2019,2,dengue,1
08758,2019,3,dengue,1
08758,2019,4,dengue,1
08758,2019,5,dengue,1
08758,2019,5,dengue_grave,1
08758,2019,6,dengue,1
08758,2019,7,dengue,1
08758,2019,8,dengue,1
08758,2019,9,dengue,1
08758,2019,10,dengue,1
08758,2019,11,dengue,1
08758,2019,12,dengue,1
08758,2019,13,dengue,1
08758,2019,14,dengue,1
08758,2019,15,dengue,1
08758,2019,16,dengue,1
08758,2019,17,dengue,1
08758,2019,18,dengue,1
08758,2019,19,dengue,1
08758,2019,21,dengue,1
08758,2019,22,dengue,1
08758,2019,23,dengue,1
08758,2019,24,dengue,1
08758,2019,25,dengue,1
08758,2019,26,dengue,1
08758,2019,27,dengue,1
08758,2019,28,dengue,1
08758,2019,29,dengue,1
08758,2019,29,dengue_grave,1
08758,2019,30,dengue,1
08758,2019,31,dengue,1
08758,2019,32,dengue,1
08758,2019,33,dengue,1
08758,2019,34,dengue,1
08758,2019,35,dengue,1
08758,2019,36,dengue,1
08758,2019,37,dengue,1
08758,2019,38,dengue,1
08758,2019,39,dengue,1
08758,2019,40,dengue,1
08758,2019,41,dengue,1
08758,2019,42,dengue,1
08758,2019,43,dengue,1
08758,2019,44,dengue,1
08758,2019,45,dengue,1
08758,2019,46,dengue,1
08758,2019,47,dengue,1
08758,2019,48,dengue,1
08758,2019,49,dengue,1
08758,2019,50,dengue,1
08758,2019,51,dengue,1
08758,2019,51,dengue_grave,1
08758,2019,52,dengue,1
08758,2019,52,dengue_grave,1
08770,2018,23,dengue,1
08770,2019,2,dengue,1
08770,2019,8,dengue,1
08770,2019,23,dengue,1
08770,2019,28,dengue,1
08770,2019,31,dengue,1
08770,2019,33,dengue,1
08770,2019,34,dengue,1
08770,2019,36,dengue,1
08770,2019,38,dengue,1
08770,2019,44,dengue,1
08770,2019,45,dengue,1
08770,2019,47,dengue,1
08770,2019,48,dengue,1
08770,2019,50,dengue,1
08770,2019,51,dengue,1
08770,2019,52,dengue,1
08832,2018,27,dengue,1
08832,2018,30,dengue,1
08832,2018,32,dengue,1
08832,2018,36,dengue,1
08832,2018,37,dengue,1
08832,2018,38,dengue,1
08832,2018,40,dengue,1
08832,2018,43,dengue,1
08832,2018,49,dengue,1
08832,2019,3,dengue_grave,1
08832,2019,4,mortalidad,1
08832,2019,28,dengue,1
08832,2019,41,dengue,1
08849,2018,1,dengue,1
08849,2018,24,dengue,1
08849,2018,27,dengue,1
08849,2018,28,dengue,1
08849,2018,31,dengue,1
08849,2018,32,dengue,1
08849,2018,41,dengue,1
08849,2018,45,dengue,1
08849,2018,49,dengue,1
08849,2018,51,dengue,1
08849,2019,7,dengue,1
08849,2019,27,dengue,1
08849,2019,35,dengue,1
08849,2019,48,dengue_grave,1
08849,2019,48,mortalidad,1
13000,2018,4,dengue,1
13000,2018,12,dengue,1
13000,2018,25,dengue,1
13000,2018,26,dengue,1
13000,2018,38,dengue,1
13000,2018,41,dengue,1
13000,2018,43,dengue,1
13000,2018,49,dengue,1
13000,2018,50,dengue,1
13000,2018,51,dengue,1
13000,2018,52,dengue,1
13000,2019,3,dengue,1
13000,2019,4,dengue,1
13000,2019,9,dengue,1
13000,2019,11,dengue,1
13001,2018,1,dengue,1
13001,2018,2,dengue,1
13001,2018,3,dengue,1
13001,2018,4,dengue,1
13001,2018,5,dengue,1
13001,2018,7,dengue,1
13001,2018,7,dengue_grave,1
13001,2018,8,dengue,1
13001,2018,8,mortalidad,1
13001,2018,9,dengue_grave,1
13001,2018,10,dengue,1
13001,2018,10,dengue_grave,1
13001,2018,11,dengue,1
13001,2018,12,dengue,1
13001,2018,13,dengue_grave,1
13001,2018,14,dengue,1
13001,2018,14,dengue_grave,1
13001,2018,15,dengue,1
13001,2018,18,dengue,1
13001,2018,20,dengue,1
13001,2018,21,dengue,1
13001,2018,23,dengue,1
13001,2018,24,dengue_grave,1
13001,2018,27,dengue,1
13001,2018,28,dengue,1
13001,2018,29,dengue,1
13001,2018,30,dengue,1
13001,2018,31,dengue,1
13001,2018,32,dengue,1
13001,2018,33,dengue,1
13001,2018,34,dengue,1
13001,2018,35,dengue,1
13001,2018,35,dengue_grave,1
13001,2018,36,dengue,1
13001,2018,37,dengue,1
13001,2018,38,dengue,1
13001,2018,38,dengue_grave,1
13001,2018,39,dengue,1
13001,2018,39,dengue_grave,1
13001,2018,40,dengue,1
13001,2018,40,dengue_grave,1
13001,2018,41,dengue,1
13001,2018,41,dengue_grave,1
13001,2018,42,dengue,1
13001,2018,43,dengue,1
13001,2018,44,dengue,1
13001,2018,44,dengue_grave,1
13001,2018,45,dengue,1
13001,2018,46,dengue,1
13001,2018,46,dengue_grave,1
13001,2018,47,dengue,1
13001,2018,47,dengue_grave,1
13001,2018,48,dengue,1
13001,2018,48,dengue_grave,1
13001,2018,48,mortalidad,1
13001,2018,49,dengue,1
13001,2018,49,dengue_grave,1
13001,2018,49,mortalidad,1
13001,2018,50,dengue,1
13001,2018,51,dengue,1
13001,2018,51,dengue_grave,1
13001,2018,52,dengue,1
13001,2018,52,mortalidad,1
13001,2019,1,dengue,1
13001,2019,2,dengue,1
13001,2019,3,dengue,1
13001,2019,3,dengue_grave,1
13001,2019,4,dengue,1
13001,2019,5,dengue,1
13001,2019,6,dengue,1
13001,2019,7,dengue,1
13001,2019,8,dengue,1
13001,2019,9,dengue,1
13001,2019,10,dengue,1
13001,2019,10,dengue_grave,1
13001,2019,11,dengue,1
13001,2019,12,dengue,1
13001,2019,13,dengue,1
13001,2019,14,dengue,1
13001,2019,15,dengue,1
13001,2019,16,dengue,1
13001,2019,17,dengue,1
13001,2019,18,dengue,1
13001,2019,19,dengue,1
13001,2019,20,dengue,1
13001,2019,20,dengue_grave,1
13001,2019,21,dengue,1
13001,2019,21,dengue_grave,1
13001,2019,21,mortalidad,1
13001,2019,22,dengue,1
13001,2019,22,dengue_grave,1
13001,2019,22,mortalidad,1
13001,2019,23,dengue,1
13001,2019,24,dengue,1
13001,2019,25,dengue,1
13001,2019,26,dengue,1
13001,2019,27,dengue,1
13001,2019,28,dengue,1
13001,2019,28,dengue_grave,1
13001,2019,29,dengue,1
13001,2019,30,dengue,1
13001,2019,31,dengue,1
13001,2019,31,dengue_grave,1
13001,2019,32,dengue,1
13001,2019,32,dengue_grave,1
13001,2019,32,mortalidad,1
13001,2019,33,dengue,1
13001,2019,34,dengue,1
13001,2019,35,dengue,1
13001,2019,35,dengue_grave,1
13001,2019,36,dengue,1
13001,2019,36,dengue_grave,1
13001,2019,37,dengue,1
13001,2019,37,dengue_grave,1
13001,2019,38,dengue,1
13001,2019,39,dengue,1
13001,2019,39,dengue_grave,1
13001,2019,40,dengue,1
13001,2019,40,mortalidad,1
13001,2019,41,dengue,1
13001,2019,42,dengue,1
13001,2019,42,dengue_grave,1
13001,2019,43,dengue,1
13001,2019,43,dengue_grave,1
13001,2019,43,mortalidad,1
13001,2019,44,dengue,1
13001,2019,44,dengue_grave,1
13001,2019,45,dengue,1
13001,2019,45,dengue_grave,1
13001,2019,46,dengue,1
13001,2019,46,dengue_grave,1
13001,2019,46,mortalidad,1
13001,2019,47,dengue,1
13001,2019,47,dengue_grave,1
13001,2019,48,dengue,1
13001,2019,49,dengue,1
13001,2019,49,dengue_grave,1
13001,2019,50,dengue,1
13001,2019,50,dengue_grave,1
13001,2019,51,dengue,1
13001,2019,51,dengue_grave,1
13001,2019,51,mortalidad,1
13001,2019,52,dengue,1
13001,2019,52,dengue_grave,1
13006,2018,40,dengue,1
13006,2018,42,dengue,1
13006,2019,4,dengue,1
13006,2019,25,dengue,1
13006,2019,27,dengue,1
13006,2019,32,dengue,1
13006,2019,34,dengue,1
13006,2019,40,dengue,1
13006,2019,45,dengue,1
13030,2018,49,dengue,1
13030,2019,27,dengue,1
13030,2019,29,dengue,1
13030,2019,34,dengue,1
13030,2019,36,dengue,1
13030,2019,38,dengue,1
13030,2019,39,dengue,1
13030,2019,40,dengue,1
13030,2019,41,dengue,1
13030,2019,42,dengue,1
13030,2019,43,dengue,1
13030,2019,44,dengue,1
13030,2019,45,dengue,1
13030,2019,46,dengue,1
13030,2019,47,dengue,1
13030,2019,48,dengue,1
13042,2018,50,dengue,1
13042,2018,52,dengue,1
13042,2019,2,dengue,1
13042,2019,12,dengue,1
13042,2019,25,dengue,1
13042,2019,26,dengue,1
13042,2019,27,dengue,1
13042,2019,28,dengue,1
13042,2019,29,dengue,1
13042,2019,30,dengue,1
13042,2019,32,dengue,1
13042,2019,34,dengue,1
13042,2019,35,dengue,1
13042,2019,36,dengue,1
13042,2019,38,dengue,1
13042,2019,40,dengue,1
13042,2019,42,dengue,1
13042,2019,44,dengue,1
13042,2019,45,dengue,1
13042,2019,48,dengue,1
13052,2018,4,dengue,1
13052,2018,5,dengue,1
13052,2018,28,dengue,1
13052,2018,40,dengue,1
13052,2018,42,dengue,1
13052,2018,47,dengue,1
13052,2019,1,dengue,1
13052,2019,2,dengue,1
13052,2019,3,dengue,1
13052,2019,4,dengue,1
13052,2019,5,dengue,1
13052,2019,6,dengue,1
13052,2019,7,dengue,1
13052,2019,8,dengue,1
13052,2019,9,dengue,1
13052,2019,14,dengue,1
13052,2019,17,dengue,1
13052,2019,18,dengue,1
13052,2019,20,dengue,1
13052,2019,21,dengue,1
13052,2019,22,dengue,1
13052,2019,23,dengue,1
13052,2019,24,dengue,1
13052,2019,26,dengue,1
13052,2019,28,dengue,1
13052,2019,29,dengue,1
13052,2019,30,dengue,1
13052,2019,31,dengue,1
13052,2019,32,dengue,1
13052,2019,33,dengue,1
13052,2019,34,dengue,1
13052,2019,35,dengue,1
13052,2019,36,dengue,1
13052,2019,37,dengue,1
13052,2019,38,dengue,1
13052,2019,39,dengue,1
13052,2019,40,dengue,1
13052,2019,41,dengue,1
13052,2019,42,dengue,1
13052,2019,42,dengue_grave,1
13052,2019,43,dengue,1
13052,2019,43,dengue_grave,1
13052,2019,44,dengue,1
13052,2019,45,dengue,1
13052,2019,46,dengue,1
13052,2019,47,dengue,1
13052,2019,47,dengue_grave,1
13052,2019,48,dengue,1
13052,2019,49,dengue,1
13052,2019,50,dengue,1
13052,2019,51,dengue,1
13052,2019,52,dengue,1
13062,2018,49,dengue,1
13062,2019,1,dengue,1
13062,2019,17,dengue,1
13062,2019,28,dengue,1
13062,2019,30,dengue,1
13062,2019,38,dengue,1
13074,2018,50,dengue,1
13074,2019,3,dengue,1
13074,2019,20,dengue,1
13074,2019,21,dengue,1
13074,2019,22,dengue,1
13074,2019,23,dengue,1
13074,2019,24,dengue,1
13074,2019,25,dengue,1
13074,2019,26,dengue,1
13074,2019,27,dengue,1
13074,2019,28,dengue,1
13074,2019,29,dengue,1
13074,2019,30,dengue,1
13074,2019,31,dengue,1
13074,2019,32,dengue,1
13074,2019,33,dengue,1
13074,2019,34,dengue,1
13074,2019,36,dengue,1
13074,2019,37,dengue,1
13074,2019,38,dengue,1
13074,2019,39,dengue,1
13074,2019,40,dengue,1
13074,2019,41,dengue,1
13074,2019,43,dengue,1
13074,2019,44,dengue,1
13074,2019,45,dengue,1
13074,2019,46,dengue,1
13074,2019,47,dengue,1
13074,2019,48,dengue,1
13074,2019,49,dengue,1
13074,2019,50,dengue,1
13074,2019,51,dengue,1
13074,2019,52,dengue,1
13140,2018,25,dengue,1
13140,2018,28,dengue,1
13140,2018,29,dengue,1
13140,2018,32,dengue,1
13140,2018,48,dengue,1
13140,2018,49,dengue,1
13140,2018,52,dengue,1
13140,2019,3,dengue,1
13140,2019,9,dengue,1
13140,2019,12,dengue,1
13140,2019,29,dengue,1
13140,2019,31,dengue,1
13140,2019,32,dengue,1
13140,2019,37,dengue,1
13140,2019,42,dengue,1
13140,2019,43,dengue,1
13140,2019,52,dengue,1
13160,2018,8,dengue,1
13160,2018,24,dengue,1
13160,2018,32,dengue,1
13160,2018,34,dengue,1
13160,2019,1,dengue,1
13160,2019,3,dengue,1
13160,2019,5,dengue,1
13160,2019,9,dengue,1
13160,2019,14,dengue,1
13160,2019,15,dengue,1
13160,2019,16,dengue,1
13160,2019,17,dengue,1
13160,2019,18,dengue,1
13160,2019,20,dengue,1
13160,2019,21,dengue,1
13160,2019,22,dengue,1
13160,2019,24,dengue,1
13160,2019,29,dengue,1
13160,2019,47,dengue,1
13188,2019,23,dengue,1
13188,2019,41,dengue,1
13212,2018,21,dengue,1
13212,2018,42,dengue,1
13212,2018,51,dengue,1
13212,2019,4,dengue,1
13212,2019,9,dengue,1
13212,2019,21,dengue,1
13212,2019,21,dengue_grave,1
13212,2019,22,dengue,1
13212,2019,23,dengue,1
13212,2019,24,dengue,1
13212,2019,25,dengue,1
13212,2019,26,dengue,1
13212,2019,27,dengue,1
13212,2019,28,dengue,1
13212,2019,33,dengue,1
13212,2019,34,dengue,1
13212,2019,38,dengue,1
13212,2019,41,dengue,1
13212,2019,48,dengue,1
13212,2019,50,dengue,1
13212,2019,51,dengue,1
13222,2019,2,dengue,1
13222,2019,40,dengue,1
13222,2019,41,dengue,1
13222,2019,42,dengue,1
13222,2019,42,dengue_grave,1
