cod_municipio,anio,semana_epi,tipo_dengue,casos,NOM_MPIO,NOM_DPTO,altitud_msnm,cat_altitud,poblacion,tasa_x100k
15469,2019,35,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,36,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,37,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,38,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,39,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,40,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,41,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,42,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,43,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,44,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,45,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,46,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,48,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,49,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15469,2019,51,dengue,1,MONIQUIRÁ,BOYACÁ,1858.0,Alto (1.800-2.200 m),22830.0,4.380201489268506
15480,2018,46,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8623.0,11.596892032935173
15480,2018,49,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8623.0,11.596892032935173
15480,2018,52,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8623.0,11.596892032935173
15480,2019,7,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8568.0,11.671335200746967
15480,2019,9,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8568.0,11.671335200746967
15480,2019,19,dengue,1,MUZO,BOYACÁ,720.0,Bajo (<1.000 m),8568.0,11.671335200746967
15507,2019,38,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,39,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,40,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,41,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,42,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,44,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,45,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,46,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,47,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,48,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,49,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15507,2019,51,dengue,1,OTANCHE,BOYACÁ,871.0,Bajo (<1.000 m),8041.0,12.436264146250466
15518,2019,16,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,19,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,20,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,21,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,24,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,26,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,30,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15518,2019,31,dengue,1,PAJARITO,BOYACÁ,1193.0,Medio (1.000-1.800 m),2371.0,42.17629692113032
15533,2018,28,dengue,1,PAYA,BOYACÁ,1481.0,Medio (1.000-1.800 m),2583.0,38.71467286101432
15572,2018,1,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,1,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,15,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,22,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,27,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,31,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,34,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,36,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,37,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,38,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,40,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,42,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,44,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,45,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,46,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,47,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,48,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,49,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,49,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,50,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,51,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,51,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2018,52,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),46921.0,2.1312418746403528
15572,2019,1,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,2,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,2,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,3,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,4,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,5,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,6,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,7,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,8,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,9,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,10,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,11,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,12,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,12,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,13,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,14,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,15,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,16,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,17,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,18,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,19,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,20,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,21,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,22,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,23,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,23,dengue_grave,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,24,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,25,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,26,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,27,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,28,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,29,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,30,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,31,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,32,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,33,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,34,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,35,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,36,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,37,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,38,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,39,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,41,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,45,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,46,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,48,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,49,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,50,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,51,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15572,2019,52,dengue,1,PUERTO BOYACÁ,BOYACÁ,171.0,Bajo (<1.000 m),47185.0,2.1193175797393238
15580,2018,34,dengue,1,QUÍPAMA,BOYACÁ,1126.0,Medio (1.000-1.800 m),4868.0,20.542317173377157
15599,2019,13,dengue,1,RAMIRIQUÍ,BOYACÁ,2956.0,Muy alto (>2.200 m),9916.0,10.084711577248891
15664,2018,1,dengue,1,SAN JOSÉ DE PARE,BOYACÁ,1795.0,Medio (1.000-1.800 m),4961.0,20.157226365652086
15667,2019,5,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,6,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,8,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,9,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,12,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,13,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,14,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,15,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,16,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,17,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,18,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,19,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,20,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,21,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,22,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,23,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,24,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,25,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,26,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,27,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,28,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,29,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,30,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,31,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,37,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,40,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,42,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,45,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,47,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15667,2019,49,dengue,1,SAN LUIS DE GACENO,BOYACÁ,592.0,Bajo (<1.000 m),5470.0,18.281535648994517
15673,2019,32,dengue,1,SAN MATEO,BOYACÁ,2528.0,Muy alto (>2.200 m),3334.0,29.994001199760046
15673,2019,34,dengue,1,SAN MATEO,BOYACÁ,2528.0,Muy alto (>2.200 m),3334.0,29.994001199760046
15673,2019,35,dengue,1,SAN MATEO,BOYACÁ,2528.0,Muy alto (>2.200 m),3334.0,29.994001199760046
15673,2019,36,dengue,1,SAN MATEO,BOYACÁ,2528.0,Muy alto (>2.200 m),3334.0,29.994001199760046
15673,2019,37,dengue,1,SAN MATEO,BOYACÁ,2528.0,Muy alto (>2.200 m),3334.0,29.994001199760046
15681,2018,52,dengue,1,SAN PABLO DE BORBUR,BOYACÁ,1184.0,Medio (1.000-1.800 m),6552.0,15.262515262515263
15686,2019,27,dengue,1,SANTANA,BOYACÁ,1488.0,Medio (1.000-1.800 m),7601.0,13.156163662675965
15686,2019,30,dengue,1,SANTANA,BOYACÁ,1488.0,Medio (1.000-1.800 m),7601.0,13.156163662675965
15690,2018,4,dengue,1,SANTA MARÍA,BOYACÁ,879.0,Bajo (<1.000 m),3560.0,28.08988764044944
15690,2018,6,dengue,1,SANTA MARÍA,BOYACÁ,879.0,Bajo (<1.000 m),3560.0,28.08988764044944
15690,2019,16,dengue,1,SANTA MARÍA,BOYACÁ,879.0,Bajo (<1.000 m),3597.0,27.800945232137895
15690,2019,47,dengue,1,SANTA MARÍA,BOYACÁ,879.0,Bajo (<1.000 m),3597.0,27.800945232137895
15753,2018,18,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9102.0,10.986596352450011
15753,2018,20,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9102.0,10.986596352450011
15753,2018,23,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9102.0,10.986596352450011
15753,2019,13,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,28,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,30,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,31,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,32,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,36,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,39,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,40,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,41,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,42,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,47,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15753,2019,48,dengue,1,SOATÁ,BOYACÁ,2220.0,Muy alto (>2.200 m),9160.0,10.91703056768559
15810,2019,21,dengue,1,TIPACOQUE,BOYACÁ,1955.0,Alto (1.800-2.200 m),3297.0,30.330603579011225
15810,2019,22,dengue,1,TIPACOQUE,BOYACÁ,1955.0,Alto (1.800-2.200 m),3297.0,30.330603579011225
15810,2019,25,dengue,1,TIPACOQUE,BOYACÁ,1955.0,Alto (1.800-2.200 m),3297.0,30.330603579011225
15810,2019,29,dengue,1,TIPACOQUE,BOYACÁ,1955.0,Alto (1.800-2.200 m),3297.0,30.330603579011225
15810,2019,45,dengue,1,TIPACOQUE,BOYACÁ,1955.0,Alto (1.800-2.200 m),3297.0,30.330603579011225
17000,2018,2,dengue,1,,,,,,
17000,2018,48,dengue,1,,,,,,
17001,2018,24,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),434403.0,0.23020098848304454
17001,2018,42,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),434403.0,0.23020098848304454
17001,2019,8,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),440570.0,0.22697868670131877
17001,2019,37,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),440570.0,0.22697868670131877
17001,2019,48,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),440570.0,0.22697868670131877
17001,2019,49,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),440570.0,0.22697868670131877
17001,2019,51,dengue,1,MANIZALES,CALDAS,2138.0,Alto (1.800-2.200 m),440570.0,0.22697868670131877
17042,2019,21,dengue,1,ANSERMA,CALDAS,1758.0,Medio (1.000-1.800 m),36669.0,2.7270991845973436
17042,2019,24,dengue,1,ANSERMA,CALDAS,1758.0,Medio (1.000-1.800 m),36669.0,2.7270991845973436
17042,2019,36,dengue,1,ANSERMA,CALDAS,1758.0,Medio (1.000-1.800 m),36669.0,2.7270991845973436
17050,2019,35,dengue,1,ARANZAZU,CALDAS,2185.0,Alto (1.800-2.200 m),10659.0,9.38174312787316
17088,2019,17,dengue_grave,1,BELALCÁZAR,CALDAS,1584.0,Medio (1.000-1.800 m),10711.0,9.336196433572963
17174,2018,4,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51266.0,1.950610541099364
17174,2018,15,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51266.0,1.950610541099364
17174,2018,18,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51266.0,1.950610541099364
17174,2019,12,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,17,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,18,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,19,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,20,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,23,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,37,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,39,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,46,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17174,2019,52,dengue,1,CHINCHINÁ,CALDAS,1362.0,Medio (1.000-1.800 m),51351.0,1.94738174524352
17380,2018,1,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,3,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,4,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,6,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,7,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,13,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,14,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,15,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,25,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,27,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,29,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,48,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,49,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,49,dengue_grave,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2018,50,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),71898.0,1.390859272858772
17380,2019,2,dengue,1,LA DORADA,CALDAS,194.0,Bajo (<1.000 m),72120.0,1.386577925679423
