cod_municipio,anio,semana_epi,tipo_dengue,casos,NOM_MPIO,NOM_DPTO,altitud_msnm,cat_altitud
18756,2018,45,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2018,47,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,7,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,14,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,22,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,32,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,35,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,45,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18756,2019,46,dengue,1,SOLANO,CAQUETÁ,144.0,Bajo (<1.000 m)
18785,2019,22,dengue,1,SOLITA,CAQUETÁ,214.0,Bajo (<1.000 m)
18785,2019,25,dengue,1,SOLITA,CAQUETÁ,214.0,Bajo (<1.000 m)
18785,2019,28,dengue,1,SOLITA,CAQUETÁ,214.0,Bajo (<1.000 m)
18785,2019,49,dengue,1,SOLITA,CAQUETÁ,214.0,Bajo (<1.000 m)
18785,2019,52,dengue,1,SOLITA,CAQUETÁ,214.0,Bajo (<1.000 m)
18860,2019,19,dengue,1,VALPARAÍSO,CAQUETÁ,242.0,Bajo (<1.000 m)
18860,2019,21,dengue,1,VALPARAÍSO,CAQUETÁ,242.0,Bajo (<1.000 m)
18860,2019,45,dengue,1,VALPARAÍSO,CAQUETÁ,242.0,Bajo (<1.000 m)
18860,2019,46,dengue,1,VALPARAÍSO,CAQUETÁ,242.0,Bajo (<1.000 m)
19000,2018,16,dengue,1,,,,
19000,2018,26,dengue,1,,,,
19000,2018,43,dengue,1,,,,
19000,2018,45,dengue,1,,,,
19000,2019,7,dengue,1,,,,
19000,2019,29,dengue,1,,,,
19001,2018,4,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2018,5,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2018,26,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,8,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,22,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,27,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,37,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,39,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,43,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,44,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,46,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,47,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19001,2019,50,dengue,1,POPAYÁN,CAUCA,1743.0,Medio (1.000-1.800 m)
19050,2018,6,dengue,1,ARGELIA,CAUCA,1408.0,Medio (1.000-1.800 m)
19050,2018,8,dengue,1,ARGELIA,CAUCA,1408.0,Medio (1.000-1.800 m)
19050,2018,29,dengue,1,ARGELIA,CAUCA,1408.0,Medio (1.000-1.800 m)
19050,2019,7,dengue,1,ARGELIA,CAUCA,1408.0,Medio (1.000-1.800 m)
19050,2019,38,dengue,1,ARGELIA,CAUCA,1408.0,Medio (1.000-1.800 m)
19075,2018,19,dengue,1,BALBOA,CAUCA,2014.0,Alto (1.800-2.200 m)
19075,2019,16,dengue,1,BALBOA,CAUCA,2014.0,Alto (1.800-2.200 m)
19100,2019,29,dengue,1,BOLÍVAR,CAUCA,1998.0,Alto (1.800-2.200 m)
19100,2019,43,dengue,1,BOLÍVAR,CAUCA,1998.0,Alto (1.800-2.200 m)
19110,2019,16,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,19,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,21,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,25,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,45,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,48,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19110,2019,51,dengue,1,BUENOS AIRES,CAUCA,1219.0,Medio (1.000-1.800 m)
19130,2018,7,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19130,2018,21,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19130,2018,37,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19130,2018,43,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19130,2018,51,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19130,2019,52,dengue,1,CAJIBÍO,CAUCA,1713.0,Medio (1.000-1.800 m)
19137,2018,7,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,17,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,18,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,19,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,21,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,33,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,39,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,47,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2018,50,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19137,2019,7,dengue,1,CALDONO,CAUCA,2254.0,Muy alto (>2.200 m)
19142,2018,20,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2018,21,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,1,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,12,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,16,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,29,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,33,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,35,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,45,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,48,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,49,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19142,2019,51,dengue,1,CALOTO,CAUCA,1511.0,Medio (1.000-1.800 m)
19212,2018,21,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,42,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,45,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,47,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,48,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,49,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,50,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,51,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2018,52,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,2,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,4,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,5,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,6,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,6,dengue_grave,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,7,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,8,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,9,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,10,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,11,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,11,dengue_grave,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,12,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,13,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,13,dengue_grave,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,14,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,15,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,16,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,17,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,18,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,19,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,20,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,21,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,22,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,23,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,24,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,25,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,26,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,27,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,29,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,30,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,31,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,32,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,33,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,35,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,39,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,40,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,41,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,42,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19212,2019,44,dengue,1,CORINTO,CAUCA,1739.0,Medio (1.000-1.800 m)
19256,2018,12,dengue,1,EL TAMBO,CAUCA,1825.0,Alto (1.800-2.200 m)
19256,2019,5,dengue,1,EL TAMBO,CAUCA,1825.0,Alto (1.800-2.200 m)
19290,2018,52,dengue,1,FLORENCIA,CAUCA,1555.0,Medio (1.000-1.800 m)
19300,2019,9,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,34,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,35,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,36,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,37,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,38,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,39,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,42,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,44,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,45,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,46,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,49,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,50,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19300,2019,51,dengue,1,GUACHENÉ,CAUCA,989.0,Bajo (<1.000 m)
19318,2018,3,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2018,6,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2018,47,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2019,15,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2019,20,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2019,38,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19318,2019,40,dengue,1,GUAPI,CAUCA,89.0,Bajo (<1.000 m)
19355,2018,3,dengue,1,INZÁ,CAUCA,2851.0,Muy alto (>2.200 m)
19355,2018,14,dengue,1,INZÁ,CAUCA,2851.0,Muy alto (>2.200 m)
19397,2018,25,dengue,1,LA VEGA,CAUCA,2362.0,Muy alto (>2.200 m)
19418,2018,9,dengue,1,LÓPEZ DE MICAY,CAUCA,126.0,Bajo (<1.000 m)
19418,2019,16,dengue,1,LÓPEZ DE MICAY,CAUCA,126.0,Bajo (<1.000 m)
19418,2019,40,dengue,1,LÓPEZ DE MICAY,CAUCA,126.0,Bajo (<1.000 m)
19450,2018,19,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19450,2018,24,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19450,2018,25,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19450,2018,28,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19450,2018,32,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19450,2019,4,dengue,1,MERCADERES,CAUCA,1082.0,Medio (1.000-1.800 m)
19455,2019,3,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,5,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,6,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,10,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,16,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,17,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,18,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,19,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,20,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,21,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,23,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,24,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,25,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,26,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,27,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,28,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,28,dengue_grave,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,29,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,30,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,32,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,33,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,35,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,36,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,38,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,40,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,41,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,42,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,43,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,44,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,49,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,50,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19455,2019,52,dengue,1,MIRANDA,CAUCA,1281.0,Medio (1.000-1.800 m)
19473,2018,28,dengue,1,MORALES,CAUCA,1540.0,Medio (1.000-1.800 m)
19513,2018,28,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2018,30,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2018,33,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2018,44,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,30,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,32,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,38,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,39,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,46,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,49,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19513,2019,50,dengue,1,PADILLA,CAUCA,992.0,Bajo (<1.000 m)
19517,2018,15,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19517,2018,20,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19517,2019,26,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19517,2019,44,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19517,2019,47,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19517,2019,51,dengue,1,PÁEZ,CAUCA,2480.0,Muy alto (>2.200 m)
19532,2018,4,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,9,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,10,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,11,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,17,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,18,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,20,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,21,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,22,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,23,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,24,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,28,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,35,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,37,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,38,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,43,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,48,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,49,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2018,51,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,1,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,3,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,9,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,11,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,14,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,15,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,18,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,25,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,26,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,27,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,31,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,33,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,39,dengue_grave,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,42,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,48,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,49,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19532,2019,50,dengue,1,PATÍA,CAUCA,598.0,Bajo (<1.000 m)
19533,2018,1,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,3,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,4,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,6,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,7,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,8,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,9,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,10,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,14,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,15,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,16,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,17,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,19,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,21,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,22,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,23,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,25,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,27,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,29,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,30,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2018,50,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,5,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,24,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,27,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,36,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,40,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,41,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,43,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,44,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,45,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,46,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,47,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,48,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,49,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,50,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19533,2019,51,dengue,1,PIAMONTE,CAUCA,358.0,Bajo (<1.000 m)
19548,2018,42,dengue,1,PIENDAMÓ - TUNÍA,CAUCA,1730.0,Medio (1.000-1.800 m)
19573,2018,8,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2018,11,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2018,24,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2018,25,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2018,33,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2018,42,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,3,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,4,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,12,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,18,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,21,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,31,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,46,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,47,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,50,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,52,dengue,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19573,2019,52,dengue_grave,1,PUERTO TEJADA,CAUCA,966.0,Bajo (<1.000 m)
19622,2019,46,dengue,1,ROSAS,CAUCA,1658.0,Medio (1.000-1.800 m)
